traj_id,t,x,A,B
1,1.1022044088176353,28.54620466611795,25.0,64.0
1,1.122244488977956,30.331337953362816,25.0,64.0
1,1.1422845691382766,31.597814227362008,25.0,64.0
1,1.1623246492985972,32.338729071187664,25.0,64.0
1,1.1823647294589177,32.555567490626125,25.0,64.0
1,1.2024048096192383,32.25797206082742,25.0,64.0
1,1.222444889779559,31.463389286451534,25.0,64.0
1,1.2424849699398797,30.196602733518482,25.0,64.0
1,1.2625250501002003,28.489163048784462,25.0,64.0
1,1.282565130260521,26.378726343174073,25.0,64.0
1,1.3026052104208417,23.90831356321921,25.0,64.0
1,1.3226452905811623,21.125504395952536,25.0,64.0
1,1.342685370741483,18.08157993948554,25.0,64.0
1,1.3627254509018036,14.83062881866975,25.0,64.0
1,1.3827655310621243,11.428631631756378,25.0,64.0
1,1.4028056112224447,7.9325385825973465,25.0,64.0
1,1.4228456913827654,4.399354890067043,25.0,64.0
1,1.442885771543086,0.8852480819057894,25.0,64.0
1,1.4629258517034067,-2.555309412829192,25.0,64.0
1,1.4829659318637274,-5.870349844043841,25.0,64.0
1,1.503006012024048,-9.011160424358343,25.0,64.0
1,1.5230460921843687,-11.93296405945915,25.0,64.0
1,1.5430861723446894,-14.595521610800407,25.0,64.0
1,1.56312625250501,-16.963648225012445,25.0,64.0
1,1.5831663326653307,-19.007637793697835,25.0,64.0
1,1.6032064128256511,-20.703591191401607,25.0,64.0
1,1.6232464929859718,-22.033645552310112,25.0,64.0
1,1.6432865731462925,-22.986103461723598,25.0,64.0
1,1.6633266533066131,-23.555462531240273,25.0,64.0
1,1.6833667334669338,-23.74234737253548,25.0,64.0
1,1.7034068136272544,-23.553347460615,25.0,64.0
1,1.723446893787575,-23.000765762127788,25.0,64.0
1,1.7434869739478958,-22.102284278358393,25.0,64.0
1,1.7635270541082164,-20.880553798715397,25.0,64.0
1,1.783567134268537,-19.36271616414474,25.0,64.0
1,1.8036072144288577,-17.579868188782417,25.0,64.0
1,1.8236472945891782,-15.566477072889729,25.0,64.0
1,1.8436873747494988,-13.359757654066335,25.0,64.0
1,1.8637274549098195,-10.99902218312085,25.0,64.0
1,1.8837675350701402,-8.525013474827345,25.0,64.0
1,1.9038076152304608,-5.979232273919546,25.0,64.0
1,1.9238476953907815,-3.403269497538449,25.0,64.0
1,1.9438877755511021,-0.8381536739714843,25.0,64.0
1,1.9639278557114228,1.676276596729521,25.0,64.0
1,1.9839679358717435,4.101965970258703,25.0,64.0
1,2.004008016032064,6.403193047182327,25.0,64.0
1,2.024048096192385,8.547070873423534,25.0,64.0
1,2.0440881763527052,10.503990674364507,25.0,64.0
1,2.064128256513026,12.248003296010129,25.0,64.0
1,2.0841683366733466,13.757133938110483,25.0,64.0
1,2.1042084168336674,15.013626916991075,25.0,64.0
1,2.124248496993988,16.004118371026813,25.0,64.0
1,2.1442885771543083,16.71973600029396,25.0,64.0
1,2.164328657314629,17.15612609542479,25.0,64.0
1,2.1843687374749496,17.31340924125992,25.0,64.0
1,2.2044088176352705,17.1960671616814,25.0,64.0
1,2.224448897795591,16.812764187355953,25.0,64.0
1,2.244488977955912,16.176107763772965,25.0,64.0
1,2.2645290581162323,15.302353260278302,25.0,64.0
1,2.284569138276553,14.2110590808918,25.0,64.0
1,2.3046092184368736,12.924698705550966,25.0,64.0
1,2.3246492985971945,11.46823679901559,25.0,64.0
1,2.344689378757515,9.868676909017168,25.0,64.0
1,2.3647294589178354,8.154588532416387,25.0,64.0
1,2.3847695390781563,6.355621457289287,25.0,64.0
1,2.4048096192384767,4.502015291157158,25.0,64.0
1,2.4248496993987976,2.6241119641285318,25.0,64.0
1,2.444889779559118,0.7518787555103692,25.0,64.0
1,2.464929859719439,-1.0855509598241229,25.0,64.0
1,2.4849699398797593,-2.8603125050515525,25.0,64.0
1,2.50501002004008,-4.546214044820272,25.0,64.0
1,2.5250501002004007,-6.11910452148881,25.0,64.0
1,2.5450901803607215,-7.5572005315262025,25.0,64.0
1,2.565130260521042,-8.841368052111912,25.0,64.0
1,2.5851703406813624,-9.955355735652045,25.0,64.0
1,2.6052104208416833,-10.88597732884127,25.0,64.0
1,2.6252505010020037,-11.623241629156244,25.0,64.0
1,2.6452905811623246,-12.160429251444828,25.0,64.0
1,2.665330661322645,-12.494116327043749,25.0,64.0
1,2.685370741482966,-12.624146084580644,25.0,64.0
1,2.7054108216432864,-12.553550052937776,25.0,64.0
1,2.7254509018036073,-12.288421371283174,25.0,64.0
1,2.7454909819639277,-11.83774337813628,25.0,64.0
1,2.7655310621242486,-11.21317727181313,25.0,64.0
1,2.785571142284569,-10.42881318024878,25.0,64.0
1,2.8056112224448895,-9.500889442447795,25.0,64.0
1,2.8256513026052104,-8.447485281434304,25.0,64.0
1,2.845691382765531,-7.2881923358085565,25.0,64.0
1,2.8657314629258517,-6.043770711626027,25.0,64.0
1,2.885771543086172,-4.735795317557574,25.0,64.0
1,2.905811623246493,-3.386298254902525,25.0,64.0
1,2.9258517034068134,-2.017412952183543,25.0,64.0
1,2.9458917835671343,-0.6510255652757561,25.0,64.0
1,2.9659318637274548,0.6915610868784721,25.0,64.0
1,2.9859719438877756,1.9899461079858267,25.0,64.0
1,3.006012024048096,3.224927084786613,25.0,64.0
1,3.0260521042084165,4.378770532807556,25.0,64.0
1,3.0460921843687374,5.435452648207271,25.0,64.0
1,3.066132264529058,6.380867339748119,25.0,64.0
1,3.0861723446893787,7.202999101789596,25.0,64.0
1,3.106212424849699,7.892058899604339,25.0,64.0
1,3.12625250501002,8.440581862137646,25.0,64.0
1,3.1462925851703405,8.843486204476166,25.0,64.0
1,3.1663326653306614,9.098093422874939,25.0,64.0
1,3.186372745490982,9.204110409671134,25.0,64.0
1,3.2064128256513023,9.163574714738475,25.0,64.0
1,3.226452905811623,8.98076472587448,25.0,64.0
1,3.2464929859719436,8.662077044966049,25.0,64.0
1,3.2665330661322645,8.21587379308606,25.0,64.0
1,3.286573146292585,7.652302979897561,25.0,64.0
1,3.306613226452906,6.983095415937682,25.0,64.0
1,3.3266533066132262,6.221341926623983,25.0,64.0
1,3.346693386773547,5.3812548413515255,25.0,64.0
1,3.3667334669338675,4.477917878113402,25.0,64.0
1,3.3867735470941884,3.5270286230555357,25.0,64.0
1,3.406813627254509,2.5446378157297045,25.0,64.0
1,3.4268537074148293,1.546889596038267,25.0,64.0
1,3.44689378757515,0.5497667504739656,25.0,64.0
1,3.4669338677354706,-0.43115518332183317,25.0,64.0
1,3.4869739478957915,-1.3809413291367263,25.0,64.0
1,3.507014028056112,-2.285515062675533,25.0,64.0
1,3.527054108216433,-3.1318567711720506,25.0,64.0
1,3.5470941883767533,-3.908181142601788,25.0,64.0
1,3.567134268537074,-4.604090746328253,25.0,64.0
1,3.5871743486973946,-5.210704093383912,25.0,64.0
1,3.6072144288577155,-5.7207568086829514,25.0,64.0
1,3.627254509018036,-6.128675001898978,25.0,64.0
1,3.6472945891783564,-6.4306203811574445,25.0,64.0
1,3.6673346693386772,-6.624507106859284,25.0,64.0
1,3.6873747494989977,-6.7099908248935725,25.0,64.0
1,3.7074148296593186,-6.688430742577802,25.0,64.0
1,3.727454909819639,-6.562826010700455,25.0,64.0
1,3.74749498997996,-6.33772804537401,25.0,64.0
1,3.7675350701402803,-6.0191307589853045,25.0,64.0
1,3.787575150300601,-5.614340965971585,25.0,64.0
1,3.8076152304609217,-5.131831482793216,25.0,64.0
1,3.8276553106212425,-4.581079649415095,25.0,64.0
1,3.847695390781563,-3.9723941597351153,25.0,64.0
1,3.8677354709418834,-3.316733199393105,25.0,64.0
1,3.8877755511022043,-2.6255169507453737,25.0,64.0
1,3.9078156312625247,-1.910437536772676,25.0,64.0
1,3.9278557114228456,-1.1832694393433498,25.0,64.0
1,3.947895791583166,-0.4556833443501134,25.0,64.0
1,3.967935871743487,0.2609337607697051,25.0,64.0
1,3.9879759519038074,0.9556495796495819,25.0,64.0
1,4.008016032064128,1.618146137667805,25.0,64.0
1,4.028056112224449,2.2388658372383525,25.0,64.0
1,4.04809619238477,2.8091419915887146,25.0,64.0
1,4.06813627254509,3.32131218198738,25.0,64.0
1,4.0881763527054105,3.7688130931167576,25.0,64.0
1,4.108216432865731,4.146255804351356,25.0,64.0
1,4.128256513026052,4.449480845717079,25.0,64.0
1,4.148296593186372,4.67559266089717,25.0,64.0
1,4.168336673346693,4.822973450537876,25.0,64.0
1,4.188376753507014,4.891276692182995,25.0,64.0
1,4.208416833667335,4.881400943575298,25.0,64.0
1,4.228456913827655,4.795444829264396,25.0,64.0
1,4.248496993987976,4.636644382299979,25.0,64.0
1,4.268537074148297,4.40929415954588,25.0,64.0
1,4.288577154308617,4.118653767590302,25.0,64.0
1,4.3086172344689375,3.7708416236390723,25.0,64.0
1,4.328657314629258,3.3727179300039287,25.0,64.0
1,4.348697394789579,2.9317589602488123,25.0,64.0
1,4.368737474949899,2.4559248387335013,25.0,64.0
1,4.38877755511022,1.95352304277392,25.0,64.0
1,4.408817635270541,1.4330698680831928,25.0,64.0
1,4.428857715430862,0.9031520742803743,25.0,64.0
1,4.448897795591182,0.3722908693109324,25.0,64.0
1,4.468937875751503,-0.15118969863709927,25.0,64.0
1,4.488977955911824,-0.6592879934949579,25.0,64.0
1,4.509018036072144,-1.1444418875562954,25.0,64.0
1,4.529058116232465,-1.5996360735071493,25.0,64.0
1,4.5490981963927855,-2.0184981576236347,25.0,64.0
1,4.569138276553106,-2.3953823106143393,25.0,64.0
1,4.589178356713426,-2.7254394775608795,25.0,64.0
1,4.609218436873747,-3.00467338340584,25.0,64.0
1,4.629258517034068,-3.2299818115274146,25.0,64.0
1,4.649298597194389,-3.3991828762047156,25.0,64.0
1,4.669338677354709,-3.511026251356893,25.0,64.0
1,4.68937875751503,-3.565189554100171,25.0,64.0
1,4.709418837675351,-3.562260308849365,25.0,64.0
1,4.729458917835671,-3.5037041325672194,25.0,64.0
1,4.749498997995992,-3.3918199812809515,25.0,64.0
1,4.7695390781563125,-3.2296834794038753,25.0,64.0
1,4.789579158316633,-3.0210795143338753,25.0,64.0
1,4.809619238476953,-2.7704254172429343,25.0,64.0
1,4.829659318637274,-2.482686165317562,25.0,64.0
1,4.849699398797595,-2.163283129770437,25.0,64.0
1,4.869739478957916,-1.8179979569542086,25.0,64.0
1,4.889779559118236,-1.4528732065331325,25.0,64.0
1,4.909819639278557,-1.0741113809892486,25.0,64.0
1,4.929859719438878,-0.6879739652512092,25.0,64.0
1,4.949899799599198,-0.30068205481773563,25.0,64.0
1,4.969939879759519,0.08167991334135877,25.0,64.0
1,4.98997995991984,0.45325589899742275,25.0,64.0
1,5.01002004008016,0.808504144240045,25.0,64.0
1,5.03006012024048,1.1422760090524053,25.0,64.0
1,5.050100200400801,1.4498866995299036,25.0,64.0
1,5.070140280561122,1.7271769844491665,25.0,64.0
1,5.090180360721443,1.9705651592902371,25.0,64.0
1,5.110220440881763,2.177088687731053,25.0,64.0
1,5.130260521042084,2.3444351262120082,25.0,64.0
1,5.150300601202405,2.4709621145474934,25.0,64.0
1,5.170340681362725,2.5557063919222807,25.0,64.0
1,5.190380761523046,2.5983819702220186,25.0,64.0
1,5.210420841683367,2.5993677629021956,25.0,64.0
1,5.2304609218436875,2.5596851250582597,25.0,64.0
1,5.2505010020040075,2.480965906776928,25.0,64.0
1,5.270541082164328,2.365411755210895,25.0,64.0
1,5.290581162324649,2.2157455193654187,25.0,64.0
1,5.31062124248497,2.0351557138302137,25.0,64.0
1,5.33066132264529,1.8272350824407377,25.0,64.0
1,5.350701402805611,1.5959143692190314,25.0,64.0
1,5.370741482965932,1.3453924513454507,25.0,64.0
1,5.390781563126252,1.080064017078775,25.0,64.0
1,5.410821643286573,0.8044459805122148,25.0,64.0
1,5.430861723446894,0.5231038151632472,25.0,64.0
1,5.4509018036072145,0.2405789602691763,25.0,64.0
1,5.4709418837675345,-0.03868159180742916,25.0,64.0
1,5.490981963927855,-0.31039248032777,25.0,64.0
1,5.511022044088176,-0.5704929628469697,25.0,64.0
1,5.531062124248497,-0.8152048233410311,25.0,64.0
1,5.551102204408817,-1.0410844226315892,25.0,64.0
1,5.571142284569138,-1.2450682229170267,25.0,64.0
1,5.591182364729459,-1.424511236874973,25.0,64.0
1,5.611222444889779,-1.5772179760997167,25.0,64.0
1,5.6312625250501,-1.7014656014936806,25.0,64.0
1,5.651302605210421,-1.7960191075585559,25.0,64.0
1,5.671342685370742,-1.860138501269756,25.0,64.0
1,5.691382765531062,-1.8935780623684912,25.0,64.0
1,5.7114228456913825,-1.8965778935623305,25.0,64.0
1,5.731462925851703,-1.869848084495425,25.0,64.0
1,5.751503006012024,-1.814545920787532,25.0,64.0
1,5.771543086172344,-1.7322466674628136,25.0,64.0
1,5.791583166332665,-1.6249085433972705,25.0,64.0
1,5.811623246492986,-1.4948325789087054,25.0,64.0
1,5.831663326653306,-1.3446181114083207,25.0,64.0
1,5.851703406813627,-1.1771147234629713,25.0,64.0
1,5.871743486973948,-0.995371463240803,25.0,64.0
1,5.891783567134269,-0.8025842089165961,25.0,64.0
1,5.911823647294589,-0.6020420462085253,25.0,64.0
1,5.9318637274549095,-0.39707352203312907,25.0,64.0
1,5.95190380761523,-0.19099361774155832,25.0,64.0
1,5.971943887775551,0.012947746827596876,25.0,64.0
1,5.991983967935871,0.21161491135347768,25.0,64.0
1,6.012024048096192,0.40203266297917306,25.0,64.0
1,6.032064128256513,0.581428766856637,25.0,64.0
1,6.052104208416833,0.7472722652342972,25.0,64.0
1,6.072144288577154,0.8973070514704076,25.0,64.0
1,6.092184368737475,1.0295803115125084,25.0,64.0
1,6.112224448897796,1.142465515769108,25.0,64.0
1,6.132264529058116,1.2346797373953597,25.0,64.0
1,6.152304609218437,1.3052951672971056,25.0,64.0
1,6.1723446893787575,1.3537447901235953,25.0,64.0
1,6.192384769539078,1.37982227770708,25.0,64.0
1,6.212424849699398,1.3836762454197395,25.0,64.0
1,6.232464929859719,1.365799101442688,25.0,64.0
1,6.25250501002004,1.3270107977677779,25.0,64.0
1,6.27254509018036,1.2684378637898466,25.0,64.0
1,6.292585170340681,1.1914881676374307,25.0,64.0
1,6.312625250501002,1.0978219061211516,25.0,64.0
1,6.332665330661323,0.9893193706923697,25.0,64.0
1,6.352705410821643,0.8680460736024028,25.0,64.0
1,6.372745490981964,0.736215845200589,25.0,64.0
1,6.3927855711422845,0.5961525298398581,25.0,64.0
1,6.4128256513026045,0.45025091416621593,25.0,64.0
1,6.432865731462925,0.3009375178100489,25.0,64.0
1,6.452905811623246,0.15063186298101577,25.0,64.0
1,6.472945891783567,0.0017088166482283815,25.0,64.0
1,6.492985971943887,-0.14353743254719611,25.0,64.0
1,6.513026052104208,-0.2829272400412988,25.0,64.0
1,6.533066132264529,-0.4144267378805405,25.0,64.0
1,6.55310621242485,-0.5361760111696177,25.0,64.0
1,6.57314629258517,-0.6465138538653209,25.0,64.0
1,6.593186372745491,-0.7439988019001008,25.0,64.0
1,6.613226452905812,-0.8274262073374917,25.0,64.0
1,6.633266533066132,-0.8958411850409488,25.0,64.0
1,6.6533066132264524,-0.9485473320659431,25.0,64.0
1,6.673346693386773,-0.9851111885649231,25.0,64.0
1,6.693386773547094,-1.0053624763570201,25.0,64.0
1,6.713426853707414,-1.0093902164359296,25.0,64.0
1,6.733466933867735,-0.997534888608259,25.0,64.0
1,6.753507014028056,-0.9703768542817116,25.0,64.0
1,6.773547094188377,-0.9287213163557444,25.0,64.0
1,6.793587174348697,-0.8735801375006309,25.0,64.0
1,6.813627254509018,-0.806150879243362,25.0,64.0
1,6.833667334669339,-0.7277934587217189,25.0,64.0
1,6.853707414829659,-0.64000484734864,25.0,64.0
1,6.8737474949899795,-0.5443922556956262,25.0,64.0
1,6.8937875751503,-0.4426452615241149,25.0,64.0
1,6.913827655310621,-0.3365073430555864,25.0,64.0
1,6.933867735470941,-0.22774727737925665,25.0,64.0
1,6.953907815631262,-0.11813085456793156,25.0,64.0
1,6.973947895791583,-0.00939334193112038,25.0,64.0
1,6.993987975951904,0.09678688969855152,25.0,64.0
1,7.014028056112224,0.19881319416231807,25.0,64.0
1,7.034068136272545,0.2951935828750252,25.0,64.0
1,7.054108216432866,0.3845614509804705,25.0,64.0
1,7.074148296593186,0.465693827565474,25.0,64.0
1,7.0941883767535066,0.5375269261441306,25.0,64.0
1,7.114228456913827,0.5991688194023856,25.0,64.0
1,7.134268537074148,0.6499091115354598,25.0,64.0
1,7.154308617234468,0.6892255316064896,25.0,64.0
1,7.174348697394789,0.7167874214022334,25.0,64.0
1,7.19438877755511,0.7324561404791115,25.0,64.0
1,7.214428857715431,0.736282458731637,25.0,64.0
1,7.234468937875751,0.7285010521694761,25.0,64.0
1,7.254509018036072,0.709522260006921,25.0,64.0
1,7.274549098196393,0.6799213000590505,25.0,64.0
1,7.294589178356713,0.6404251742819743,25.0,64.0
1,7.314629258517034,0.5918975266461577,25.0,64.0
1,7.3346693386773545,0.535321741029035,25.0,64.0
1,7.354709418837675,0.471782587177906,25.0,64.0
1,7.374749498997995,0.4024467378358196,25.0,64.0
1,7.394789579158316,0.32854248973880196,25.0,64.0
1,7.414829659318637,0.2513390253671974,25.0,64.0
1,7.434869739478958,0.172125551136732,25.0,64.0
1,7.454909819639278,0.09219064129897403,25.0,64.0
1,7.474949899799599,0.012802105415854812,25.0,64.0
1,7.49498997995992,-0.06481231881862161,25.0,64.0
1,7.51503006012024,-0.13948316604624983,25.0,64.0
1,7.535070140280561,-0.21011607994053857,25.0,64.0
1,7.5551102204408815,-0.27570705678593116,25.0,64.0
1,7.575150300601202,-0.33535589720930087,25.0,64.0
1,7.595190380761522,-0.38827770029219416,25.0,64.0
1,7.615230460921843,-0.43381226902439596,25.0,64.0
1,7.635270541082164,-0.4714313319765117,25.0,64.0
1,7.655310621242485,-0.5007435225807083,25.0,64.0
1,7.675350701402805,-0.5214970939283914,25.0,64.0
1,7.695390781563126,-0.5335803829507597,25.0,64.0
1,7.715430861723447,-0.5370200726940474,25.0,64.0
1,7.735470941883767,-0.5319773346191176,25.0,64.0
1,7.755511022044088,-0.5187419639656398,25.0,64.0
1,7.775551102204409,-0.4977246497905507,25.0,64.0
1,7.7955911823647295,-0.46944754693521445,25.0,64.0
1,7.8156312625250495,-0.4345333395674967,25.0,64.0
1,7.83567134268537,-0.3936930048145415,25.0,64.0
1,7.855711422845691,-0.34771250014207283,25.0,64.0
1,7.875751503006012,-0.29743860940230876,25.0,64.0
1,7.895791583166332,-0.24376418978562922,25.0,64.0
1,7.915831663326653,-0.18761306525444274,25.0,64.0
1,7.935871743486974,-0.12992481145828405,25.0,64.0
1,7.955911823647294,-0.07163967273302996,25.0,64.0
1,7.975951903807615,-0.013683843738472678,25.0,64.0
1,7.995991983967936,0.043044663196332954,25.0,64.0
1,8.016032064128256,0.09768935860649373,25.0,64.0
1,8.036072144288577,0.14944763540882422,25.0,64.0
1,8.056112224448897,0.19758197854566278,25.0,64.0
1,8.076152304609218,0.24142987807599128,25.0,64.0
1,8.09619238476954,0.2804123229554391,25.0,64.0
1,8.11623246492986,0.3140407779922074,25.0,64.0
1,8.13627254509018,0.3419225726080229,25.0,64.0
1,8.1563126252505,0.36376465664135055,25.0,64.0
1,8.176352705410821,0.37937570507625895,25.0,64.0
1,8.196392785571142,0.3886665798472945,25.0,64.0
1,8.216432865731463,0.39164918235682145,25.0,64.0
1,8.236472945891784,0.38843375466779234,25.0,64.0
1,8.256513026052104,0.3792247101500642,25.0,64.0
1,8.276553106212425,0.36431509534311873,25.0,64.0
1,8.296593186372744,0.3440798036697348,25.0,64.0
1,8.316633266533065,0.31896767815129673,25.0,64.0
1,8.336673346693386,0.28949265423635584,25.0,64.0
1,8.356713426853707,0.25622410510492366,25.0,64.0
1,8.376753507014028,0.21977656024344575,25.0,64.0
1,8.396793587174349,0.1807989736375229,25.0,64.0
1,8.41683366733467,0.1399637205861521,25.0,64.0
1,8.436873747494989,0.09795550193295688,25.0,64.0
1,8.45691382765531,0.055460331511141193,25.0,64.0
1,8.47695390781563,0.01315477692590677,25.0,64.0
1,8.496993987975952,-0.02830438439389934,25.0,64.0
1,8.517034068136272,-0.06828994246326214,25.0,64.0
1,8.537074148296593,-0.10621332654214333,25.0,64.0
1,8.557114228456914,-0.14153284716687287,25.0,64.0
1,8.577154308617233,-0.17376100017401916,25.0,64.0
1,8.597194388777554,-0.20247074183746253,25.0,64.0
1,8.617234468937875,-0.22730066258712567,25.0,64.0
1,8.637274549098196,-0.24795900580356123,25.0,64.0
1,8.657314629258517,-0.26422649757158095,25.0,64.0
1,8.677354709418838,-0.2759579727165355,25.0,64.0
1,8.697394789579159,-0.2830828016332748,25.0,64.0
1,8.71743486973948,-0.28560414105651266,25.0,64.0
1,8.737474949899799,-0.2835970497346204,25.0,64.0
1,8.75751503006012,-0.2772055266986394,25.0,64.0
1,8.77755511022044,-0.2666385452299858,25.0,64.0
1,8.797595190380761,-0.2521651695156554,25.0,64.0
1,8.817635270541082,-0.2341088531596211,25.0,64.0
1,8.837675350701403,-0.2128410290454682,25.0,64.0
1,8.857715430861724,-0.1887741084028309,25.0,64.0
1,8.877755511022043,-0.1623540132370623,25.0,64.0
1,8.897795591182364,-0.13405237049026716,25.0,64.0
1,8.917835671342685,-0.10435849839872877,25.0,64.0
1,8.937875751503006,-0.07377131551640007,25.0,64.0
1,8.957915831663327,-0.042791300838829795,25.0,64.0
1,8.977955911823647,-0.011912629468829171,25.0,64.0
1,8.997995991983968,0.018384397574262898,25.0,64.0
1,9.018036072144287,0.04764051834859591,25.0,64.0
1,9.038076152304608,0.07542416783138664,25.0,64.0
1,9.05811623246493,0.10133753711774446,25.0,64.0
1,9.07815631262525,0.1250219541221008,25.0,64.0
1,9.098196392785571,0.14616251852246132,25.0,64.0
1,9.118236472945892,0.16449193702115406,25.0,64.0
1,9.138276553106213,0.1797935188406702,25.0,64.0
1,9.158316633266534,0.19190330550063037,25.0,64.0
1,9.178356713426853,0.2007113231037806,25.0,64.0
1,9.198396793587174,0.20616195937221032,25.0,64.0
1,9.218436873747494,0.20825348130469293,25.0,64.0
1,9.238476953907815,0.2070367223687198,25.0,64.0
1,9.258517034068136,0.20261298040693354,25.0,64.0
1,9.278557114228457,0.19513117875494107,25.0,64.0
1,9.298597194388778,0.18478435328242837,25.0,64.0
1,9.318637274549097,0.17180553704985962,25.0,64.0
1,9.338677354709418,0.15646312190906841,25.0,64.0
1,9.358717434869739,0.13905578258183973,25.0,64.0
1,9.37875751503006,0.11990705346453696,25.0,64.0
1,9.39879759519038,0.09935965159253556,25.0,64.0
1,9.418837675350701,0.07776964084368711,25.0,64.0
1,9.438877755511022,0.05550053257794619,25.0,64.0
1,9.458917835671341,0.032917416536781374,25.0,64.0
1,9.478957915831662,0.010381213019529859,25.0,64.0
1,9.498997995991983,-0.011756866805855234,25.0,64.0
1,9.519038076152304,-0.03316057101469186,25.0,64.0
1,9.539078156312625,-0.05351349257034118,25.0,64.0
1,9.559118236472946,-0.07252352317334237,25.0,64.0
1,9.579158316633267,-0.08992681641236511,25.0,64.0
1,9.599198396793588,-0.10549121045184874,25.0,64.0
1,9.619238476953907,-0.11901907017952115,25.0,64.0
1,9.639278557114228,-0.13034951881100476,25.0,64.0
1,9.659318637274549,-0.13936003924135604,25.0,64.0
1,9.67935871743487,-0.14596743577823573,25.0,64.0
1,9.69939879759519,-0.15012815712541042,25.0,64.0
1,9.719438877755511,-0.1518379914512551,25.0,64.0
1,9.739478957915832,-0.15113115392558094,25.0,64.0
1,9.759519038076151,-0.14807879610063507,25.0,64.0
1,9.779559118236472,-0.1427869748216632,25.0,64.0
1,9.799599198396793,-0.13539412586608682,25.0,64.0
1,9.819639278557114,-0.12606809413039477,25.0,64.0
1,9.839679358717435,-0.1150027778290461,25.0,64.0
1,9.859719438877756,-0.10241444877594726,25.0,64.0
1,9.879759519038076,-0.08853781434026688,25.0,64.0
1,9.899799599198396,-0.07362188907635477,25.0,64.0
1,9.919839679358716,-0.05792574531242711,25.0,64.0
1,9.939879759519037,-0.041714212152294664,25.0,64.0
1,9.959919839679358,-0.02525359142374288,25.0,64.0
1,9.97995991983968,-0.008807457137909057,25.0,64.0
1,10.0,0.0073673979371802565,25.0,64.0
2,0.0,12.0,12.0,-5.0
2,0.02004008016032064,11.140004836745712,12.0,-5.0
2,0.04008016032064128,10.127210622828658,12.0,-5.0
2,0.06012024048096192,8.981253394185075,12.0,-5.0
2,0.08016032064128256,7.723363012073749,12.0,-5.0
2,0.1002004008016032,6.375991575027952,12.0,-5.0
2,0.12024048096192384,4.962431960707082,12.0,-5.0
2,0.1402805611222445,3.506432707613185,12.0,-5.0
2,0.16032064128256512,2.031815349434265,12.0,-5.0
2,0.18036072144288576,0.5621001244106236,12.0,-5.0
